171.95079040527344,-77.05004119873047,470346.09375
167.050048828125,-79.25020599365234,479383.875
149.15013122558594,-78.45037841796875,479612.3125
144.65054321289062,-80.8507080078125,673476.5625
177.5504608154297,-82.45037841796875,476272.84375
178.65054321289062,-78.35028839111328,476272.84375
158.65054321289062,-69.05004119873047,708352.125
158.75062561035156,-54.75062561035156,208807.609375
158.050048828125,-55.450374603271484,229529.59375
162.25021362304688,-66.25020599365234,479590.4375
155.5504608154297,-22.350292205810547,306132.125
153.8507080078125,-29.95079231262207,655980.1875
163.95079040527344,-80.95079040527344,478896.1875
163.050048828125,-84.65054321289062,479382.84375
161.050048828125,-75.45037841796875,612989.3125
164.65054321289062,-73.65054321289062,697318.125
164.050048828125,-70.55046081542969,690708.5
142.45037841796875,-83.95079040527344,478030.53125
142.3502960205078,-76.05004119873047,614992.5
143.45037841796875,-69.95079040527344,424941.71875
140.8507080078125,-66.75062561035156,681786.6875
141.5504608154297,-26.15012550354004,295506.78125
152.75062561035156,-32.95079040527344,435124.65625
148.65054321289062,-67.8507080078125,581317.6875
151.8507080078125,-72.1501235961914,681686.3125
150.8507080078125,-36.25020980834961,587274.9375
150.95079040527344,-27.350292205810547,606108.3125
151.75062561035156,-34.25020980834961,482006.0
152.65054321289062,-21.350292205810547,157873.125
139.5504608154297,-24.95079231262207,357775.53125
134.25021362304688,-33.95079040527344,318930.28125
134.25021362304688,-34.95079040527344,214318.671875
135.75062561035156,-29.250207901000977,337349.6875
136.65054321289062,-30.8507080078125,432616.21875
134.5504608154297,-31.05004119873047,351225.28125
134.45037841796875,-27.250207901000977,448050.84375
137.050048828125,-27.450374603271484,345194.0
136.8507080078125,-34.35029220581055,587250.375
137.15013122558594,-35.75062561035156,571100.4375
131.8507080078125,-77.95079040527344,432748.53125
133.25021362304688,-71.8507080078125,701475.0625
126.1501235961914,-75.55046081542969,536490.5625
128.5504608154297,-82.35028839111328,480713.40625
113.65054321289062,-85.05004119873047,477712.03125
108.25020599365234,-82.45037841796875,593817.4375
109.05004119873047,-77.75062561035156,669305.9375
112.95079040527344,-71.45037841796875,691157.375
113.65054321289062,-74.55046081542969,584071.875
111.55046081542969,-65.95079040527344,721443.8125
121.35028839111328,-66.8507080078125,605187.5625
130.25021362304688,-66.25020599365234,721753.0625
